,FIPS,Average Temperature (C),Average Elevation (ft),Average Cloud Transmittance,Average Dew Point Temperature (C),Average Annual Precipitation (mm),Tree Canopy Cover (%),Imperviousness (%),Distance to Nearest Town Hall (m),Distance to Nearest Hospital (m),Distance to Nearest Police Station (m),Distance to Nearest Fire Department (m),Distance to Nearest University (m),Building Value ($),Agriculture Value ($),National Risk Index Composite Score,Expected Annual Loss Composite Score,Social Vulnerability Score,Community Resilience Score,Distance to Closest Major Center (m),Distance to Nearest Water Body or Coast (m),Percent Developed (%)
0,6037599000,17.02333709094099,64.24822278745222,0.8019725843736393,10.91029297241579,319.0603064929733,14.270357352079666,13.897067448680378,0.0,0.0,0.0,0.0,41897.23399,612006639.4818257,0.0,41.786303572365256,29.343247965169834,77.04396535407672,14.69316707250502,0.0,728.6331087432844,37.47800586510264
1,6037670416,17.24958076675598,164.0712224925034,0.7955245304149481,10.04722321198375,318.6876353845765,10.298777381558846,30.469028804486296,118.174251,7013.24597,3924.731849,916.228917,114.687432,944744058.2543766,0.0,72.8297582121894,71.01721618752711,55.540001165635374,15.43999964991279,118.174251,929.9424757113215,92.19984705582462
2,6037670602,17.34568302199175,174.9730637605559,0.7959398661013507,9.957190620938139,337.8004072528446,9.936099008650682,20.89297891147872,0.0,2345.921546,4195.432092,0.0,0.0,,,,,,,0.0,1210.8301039450869,67.63480237403712
3,6037296210,17.6680382139243,15.64689114555493,0.8017041843013499,10.54208282700459,328.6281133911397,1.698717948717951,72.64057507987229,5910.153141,1722.206022,395.551568,408.070357,0.0,204890249.85769752,0.0,61.79065750643039,43.59161025089705,95.42001289574947,15.439999494302338,5910.153141,3916.3894479457726,100.0
4,6037296220,17.60551084396745,10.37544054906322,0.7994690213944642,10.62190535160484,323.6085777905287,1.444073455759599,80.48494983277591,6251.957422,1588.732538,0.0,106.548927,617.854853,686157256.2519693,0.0,95.01379375816913,89.12323493300019,97.34999780048427,15.439999473542494,6251.957422,3481.521499391036,100.0
5,6037297110,17.58307223215392,16.61705617056173,0.8004380069388978,10.64737567975917,322.1030736426131,0.489833641404806,84.55616942909772,6669.857264,1588.94807,308.091653,328.24146,1322.920737,473923339.62486,0.0,86.37087926229994,75.49146230766964,98.16999788409441,15.439999535582466,6669.857264,2776.5176387542047,100.0
6,6037297120,17.51822770284984,15.4871498031952,0.7979572845101486,10.67525330415669,320.2580682428157,0.677083333333335,81.07933194154488,7134.23017,1755.433569,1013.019053,235.492731,2026.289095,298912178.7516709,0.0,69.87822971758645,56.135942832851846,90.26000357105268,15.439999825825955,7134.23017,2056.291344299609,100.0
7,6037297601,17.44067280184641,18.16840536512667,0.789995375767808,10.79461275675342,314.3264291949849,4.705378973105137,52.132190942472405,7824.100515,2331.249404,1905.217042,734.387764,2914.915599,299213532.9662594,0.0,49.682490433881284,41.001009793288695,68.2699964072032,15.43999952704028,7824.100515,195.7612431886457,100.0
8,6037980031,17.53040695597629,2.884328301715386,0.794004908918671,10.76632367538386,312.8593134448153,0.183226422819709,82.63217842040653,4300.412601,2129.185577,36.402993,0.0,159.831921,1109811048.178091,664.999934793799,90.15363241009484,95.38952020484551,8.409999022774304,15.439998066422824,4300.412601,3370.272542697892,98.49952257536488
9,6037980033,17.61958544515856,2.091833911160986,0.7962582552177124,10.75287034137807,307.7108258325336,0.124945071041453,83.23214939582594,929.403728,1105.701251,772.711428,0.0,1883.612933,776369113.5980029,1330.9997250083622,96.9057498498491,92.44073529916572,99.57998125729978,15.439996390397749,929.403728,1979.4925676952691,97.9274990845844
10,6037295103,17.69536039930625,24.25636753154016,0.8017681279769291,10.46075282864,329.9050357569603,4.829978586723777,70.86142001710856,3247.491738,2086.993451,0.0,118.886272,569.25136,1281084569.5945103,0.0,89.59354142880169,91.13488607006144,37.7099995140766,15.439999756280537,3247.491738,2159.0303657817376,99.44396920444825
11,6037296300,17.6562599258634,43.96679462571974,0.8019955480338937,10.3941289984829,339.7312089176763,8.262337662337652,65.50821089023333,3787.885933,1277.030568,291.878697,0.0,541.808327,804729975.3097072,0.0,80.94467986891301,79.66272893193562,56.919998332315046,15.43999962469863,3787.885933,2640.038369952614,99.39498703543647
12,6037296401,17.60757009694414,137.6292483006797,0.8004332856386495,9.973969709798054,353.8444765978168,10.008108108108113,58.27877697841728,3981.058072,359.100498,2243.01556,659.155486,1386.18449,408467244.3134361,0.0,58.1755696588729,53.539469707804834,59.189998672128254,15.439999592231143,3981.058072,2708.97630213245,100.0
13,6037296402,17.53175790261803,82.53484497917609,0.8010791257485816,10.26009588534577,347.445517368235,8.420482930890918,51.0782681099084,4307.03262,197.837338,964.443599,353.050402,929.568659,350725779.19175786,532.000006358287,50.541074665791996,54.9381127828674,27.19000085902346,15.439999764917042,4307.03262,3190.6592954488383,89.25895087427143
14,6037296500,17.6211132777658,39.72932823593653,0.8019095287825622,10.44768482159488,337.2436140275682,4.467519685039379,63.59861932938853,5041.618153,855.344169,465.610246,31.418536,54.479415,317377673.59091306,0.0,70.90567442238702,58.6678250912435,87.2300029696516,15.439999511833104,5041.618153,3671.6484353571686,99.90138067061145
15,6037296600,17.6113275578094,33.42452717973118,0.8016710112136555,10.51986508932669,333.9060742997713,1.465166130760985,81.02350427350427,5563.499299,771.001231,551.226312,631.802667,628.007468,648546242.7010502,0.0,91.8339437335333,84.37654128623493,95.3799972094522,15.439999573266173,5563.499299,3324.262315412482,100.0
16,6037296901,17.55380990076289,37.79763447828897,0.8006898451133492,10.54537571485074,334.3186812785685,1.685672514619884,75.94606413994168,6219.281043,738.649036,1065.847742,0.0,1929.637504,539500270.9510598,0.0,86.45174444260167,78.31693268578233,89.87000390449022,15.439999779316217,6219.281043,2258.6007740824457,99.85422740524781
17,6037296902,17.56629728541714,37.74305977710231,0.8009429165861013,10.53590607194015,334.5759011296237,1.063752276867032,77.02925045703833,5767.20597,364.734485,822.554112,329.869256,1615.832148,408477441.8502639,0.0,76.03339085453608,64.48904240932914,89.33999499285332,15.43999934793002,5767.20597,2632.275908863682,100.0
18,6037297000,17.48261753755612,82.36469770674046,0.800688123939102,10.3335658369668,344.6111397791597,8.468789013732822,56.83062499999998,4843.475112,41.613288,1803.993751,572.711251,1232.346178,,,,,,,4843.475112,2082.775338370948,98.125
19,6037297201,17.53058547859882,28.35884691848908,0.7999187825214309,10.63762366084413,325.9858291049595,1.250559284116331,77.32885906040269,7001.219091,1507.363338,1518.242081,173.144065,2430.923638,286075420.438924,0.0,56.42272658935853,44.46532094359752,79.28999965135823,15.43999933421392,7001.219091,1827.173193345812,100.0
20,6037297202,17.47376107481851,62.48618592528237,0.8001191930290316,10.51873811494777,335.1598431677529,3.653666146645862,69.22413793103452,6495.680123,1159.043964,1832.946497,415.339322,2535.368233,331101381.83451325,0.0,53.6840599637859,48.0693798674024,60.68999822978107,15.439999479401804,6495.680123,1546.2162928280786,100.0
21,6037297300,17.34614135752158,73.03898332788506,0.7951529750630276,10.44664239431372,335.0322711791214,3.354505169867062,39.93888070692197,6174.704376,1148.119246,2435.94172,0.0,2130.082802,270604199.73540676,0.0,44.20872357212141,40.31049608895297,52.06999945148961,15.439999508228771,6174.704376,467.05618320389414,83.79970544918999
22,6037297400,17.40446917019323,108.2102207841655,0.7962726845764392,10.1881385978219,343.4368394703004,7.621309370988451,46.63387510692892,5102.492739,1152.398264,3080.590016,254.254684,720.547963,569011831.6015145,0.0,62.50535112830713,63.54839451699465,41.15999974625135,15.439999542435729,5102.492739,573.5234270239201,95.03849443969204
23,6037297500,17.4122370599921,72.39643374456796,0.7952373236526445,10.53888821433954,328.2473643595237,6.07319263583295,51.435505617977526,6796.641112,1852.498438,2357.392346,72.562581,2652.696947,,,,,,,6796.641112,558.8710682607407,96.98876404494382
24,6037297602,17.46175733422997,30.66826846067593,0.7920439764511196,10.73688899212383,317.6914877377514,5.20028818443804,64.76512968299716,7626.276218,2156.273129,2047.81234,767.612581,2988.320601,414372976.59360695,0.0,56.69861574613423,48.73640693249668,68.69000237403907,15.439999565240642,7626.276218,943.4847463891133,100.0
