,FIPS,Median Age,Average Household Size,Median Household Income ($),Per Capita Income ($),Gini Index,Median Gross Rent as Percentage of Household Income (%),Median Gross Rent ($),Percentage of Population Unemployed (%),Percentage of Population without High School Diploma (%),Percentage of Population with Bachelor's Degree or More (%)
48,34029717300,44.0,3.07,122685.0,43163.0,0.3546,14.80000019,1825.0,2.4200518582541055,2.5278058645096055,37.31041456016178
49,34029717400,40.7,3.01,104114.0,37601.0,0.3461,38.0,1186.0,3.493975903614458,9.980334316617503,29.916420845624387
50,34023008202,49.3,2.68,146819.0,63853.0,0.3896,27.89999962,1079.0,4.16796267496112,4.136409596470264,60.483500321720754
51,34023008204,68.1,1.77,64013.0,51880.0,0.5035,28.20000076,1845.0,4.580606781677573,9.541540609727717,35.280428205724924
52,34023008205,73.0,1.55,49531.0,46737.0,0.4356,45.0,1709.0,2.4390243902439024,5.555555555555555,39.69102792632204
53,34023008604,36.3,2.69,120808.0,57938.0,0.406,20.0,1684.0,2.8839704896042924,1.4081145584725536,80.7398568019093
54,34023008700,48.8,2.74,168194.0,87947.0,0.4692,33.0,1661.0,5.511811023622047,1.5684774292272379,70.84927314460597
55,34023006601,48.6,2.98,139605.0,62258.0,0.3911,22.0,2542.0,3.7062937062937062,5.888767720828789,54.79825517993457
56,34023006604,45.8,2.47,82778.0,46671.0,0.4764,37.29999924,1502.0,9.988584474885846,9.010636162954045,63.51595424443106
57,34023006605,45.5,2.57,128693.0,60640.0,0.4871,34.90000153,1278.0,4.953271028037383,4.722509479489831,64.70182695622199
58,34023006606,46.3,3.19,175982.0,71732.0,0.4264,,,6.375442739079102,2.094972067039106,70.39106145251397
59,34023008103,41.6,2.59,93056.0,38413.0,0.3128,31.5,1770.0,2.804333970681963,7.592190889370933,33.51409978308026
60,34023008206,70.9,1.41,43209.0,37781.0,0.3891,51.0,1579.0,10.642377756471715,5.698860227954409,27.984403119376122
61,34023008207,76.79999999999998,1.75,61500.0,48457.0,0.4687,42.70000076,,7.797270955165692,4.785796989579313,41.258201466615205
62,34023008208,43.3,3.3,162212.0,52796.0,0.3478,51.0,,3.1804486106461334,6.083178150217257,50.738671632526376
63,34023008300,37.3,2.88,85560.0,34569.0,0.3422,33.0,1128.0,5.167464114832536,8.488132094943241,33.6687306501548
64,34023008403,43.7,2.79,135526.0,59996.0,0.4146,23.89999962,2242.0,2.7722277722277724,2.858176555716353,72.32272069464544
65,34023008404,44.7,2.54,93790.0,52034.0,0.4777,23.89999962,1323.0,4.214914312181565,4.816268283981449,48.51944345344274
66,34023008405,43.3,3.2,160987.0,55230.0,0.3075,23.5,2097.0,2.8210838901262063,2.9484792054624456,68.77715704531347
67,34023008501,34.4,2.51,90593.0,42810.0,0.4242,23.79999924,1592.0,4.816112084063047,3.635014836795252,71.66172106824926
68,34023008502,45.4,3.17,167875.0,60024.0,0.3442,45.0,2074.0,4.9219280380176516,5.625159805676297,63.692150345180266
69,34023008503,38.3,3.1,122132.0,47008.0,0.3769,24.70000076,1795.0,6.354865771812081,4.13947097217451,66.79835108210237
70,34023008602,36.8,2.48,111347.0,61925.0,0.3949,21.60000038,1735.0,2.825428859737639,0.46703296703296704,84.34065934065934
71,34023008605,35.3,2.38,105580.0,49543.0,0.3652,23.60000038,1459.0,3.2944406314344548,0.40629761300152356,78.05992889791773
72,34023008606,31.6,2.25,87667.0,45834.0,0.3753,23.70000076,1609.0,8.125264494286924,2.112676056338028,75.5868544600939
73,34025809703,48.5,2.72,129044.0,58084.0,0.4319,20.89999962,2210.0,6.268806419257773,2.515923566878981,59.554140127388536
74,34025809704,40.3,3.29,158068.0,57759.0,0.3661,35.59999847,2750.0,4.387339392040113,2.488335925349922,69.64748574390876
75,34025810003,43.6,3.07,124137.0,56198.0,0.4561,17.10000038,1403.0,2.8761061946902653,2.8579356270810212,51.38734739178691
76,34025810004,41.2,3.31,140417.0,50901.0,0.385,,,4.777070063694268,3.1757488271382175,51.89462287982678
77,34025810101,43.9,3.05,126458.0,46470.0,0.3586,43.59999847,1956.0,3.0068337129840543,3.9821489872983182,54.58290422245108
78,34025810102,45.9,2.75,128367.0,57907.0,0.3875,28.29999924,1730.0,5.7587548638132295,3.43811394891945,55.4354944335298
79,34025810401,38.5,3.24,149926.0,46738.0,0.3942,33.40000153,2185.0,3.3958438925494168,6.987048398091343,46.11451942740286
80,34025810501,38.1,2.71,89347.0,42345.0,0.4007,34.0,2177.0,3.146067415730337,2.5345622119815667,43.4825543120474
81,34025810502,40.0,3.01,134720.0,49078.0,0.3801,46.90000153,1331.0,1.9891944990176817,7.260088820235566,52.693570187294846
82,34025810503,49.5,1.97,85362.0,50438.0,0.3916,36.90000153,2008.0,4.847576211894053,6.00924499229584,46.59476117103235
83,34025810700,41.2,2.7,77750.0,38451.0,0.4033,29.5,1672.0,2.717391304347826,15.781710914454278,38.42182890855457
84,34025810800,30.4,2.92,47961.0,24199.0,0.4816,29.29999924,1151.0,3.1422271223814775,30.718954248366014,11.57796451914099
85,34025810900,36.2,2.93,66140.0,31962.0,0.4252,51.0,1589.0,4.034427111350189,26.294820717131472,22.161354581673308
86,34025811000,36.7,2.77,58103.0,26131.0,0.4179,42.5,1445.0,3.52035203520352,31.198347107438018,17.1900826446281
87,34025810001,40.7,3.28,135250.0,52087.0,0.3878,24.39999962,1627.0,4.236239950525665,4.306608884073673,50.812567713976165
88,34025810200,41.9,2.84,140345.0,67273.0,0.4421,45.90000153,2013.0,2.8010351651697367,2.8765201122544433,61.68147801683816
89,34025810300,40.7,2.68,92667.0,38289.0,0.4436,30.60000038,1657.0,7.420814479638009,5.230557467309016,28.630419821059878
90,34025812501,45.6,3.07,165000.0,62342.0,0.4165,23.20000076,1795.0,3.2822168415388755,5.176470588235294,54.423529411764704
91,34023007702,39.8,2.65,95221.0,47147.0,0.4454,27.5,1401.0,5.199049316696375,7.597046915932365,45.32031436056204
92,34023007801,40.8,2.08,72738.0,36478.0,0.3363,27.29999924,1306.0,1.9782393669634024,3.8912133891213387,30.125523012552303
93,34023007804,44.3,2.92,100282.0,42698.0,0.4298,41.40000153,810.0,6.614229531641044,9.355950172276703,37.79485820302147
94,34023007805,41.0,3.16,131776.0,45241.0,0.3349,14.10000038,1692.0,5.712109672505712,6.3922669161209855,39.72560024945432
95,34023007806,44.1,2.75,84453.0,36845.0,0.4063,40.40000153,1140.0,5.6421052631578945,8.854342683338965,33.99797228793511
96,34023007906,37.2,2.62,72813.0,34797.0,0.3649,29.60000038,1270.0,5.644302449414271,18.042226487523994,27.06333973128599
97,34023007909,43.2,3.02,141000.0,52113.0,0.3442,24.10000038,2450.0,4.9806784027479605,4.513064133016627,49.8133695283339
98,34023007911,42.3,3.21,146944.0,55029.0,0.3287,21.39999962,1134.0,5.265654648956357,9.378907878282618,56.731971654856196
99,34023007912,47.8,2.46,104729.0,52101.0,0.4159,39.90000153,1486.0,6.544502617801047,4.466727438468551,54.29352780309936
100,34025809502,43.1,3.0,155946.0,69609.0,0.4471,27.60000038,2262.0,2.8349336991312297,3.01941049604601,61.93386053199137
101,34025809600,40.3,3.21,141789.0,55283.0,0.4253,45.59999847,1360.0,4.452592980618125,3.6197212398585394,61.30642812565009
102,34025810002,64.0,1.74,38447.0,41262.0,0.5336,40.0,1320.0,6.240713224368499,13.268506900878293,25.439146800501884
103,34023006607,44.6,3.21,131324.0,54409.0,0.3951,,,5.523066926575698,5.903307888040713,60.10178117048346
104,34023006608,46.0,2.45,99167.0,46286.0,0.4186,29.89999962,1696.0,5.0281954887218046,3.060522696011004,54.84869325997249
105,34023006701,47.8,2.93,118523.0,48807.0,0.3649,25.70000076,2183.0,4.995458673932789,5.7051736357193485,49.50389794472005
106,34023007703,37.8,3.07,105529.0,40287.0,0.3408,30.89999962,2150.0,3.6345280161534577,10.808510638297872,32.851063829787236
107,34023007704,43.3,2.9,109034.0,37615.0,0.3707,27.60000038,854.0,5.707038681039949,3.615071283095723,34.317718940936864
108,34023008101,42.8,2.39,68031.0,35425.0,0.3941,35.20000076,1058.0,3.9048473967684023,8.865558471857685,20.705745115193935
109,34023008102,45.9,2.83,105750.0,37771.0,0.3976,29.79999924,373.0,6.855277475516866,7.265119817421073,31.000380372765314
110,34023008209,43.8,3.01,107130.0,42959.0,0.349,,,5.186621425109064,7.30844793713163,36.46365422396857
111,34019010500,46.3,2.68,101726.0,48105.0,0.3865,19.5,1557.0,4.124820659971305,4.365733113673806,40.88412959912136
112,34019010600,47.9,2.7,116852.0,55787.0,0.3748,20.29999924,1570.0,3.3939070016034205,4.684363149676556,48.18202096810172
113,34019010701,42.7,2.58,106996.0,44446.0,0.3855,27.20000076,1651.0,2.31023102310231,6.40922499329579,52.266023062483235
114,34019010702,50.1,2.61,114943.0,60036.0,0.4267,21.79999924,1217.0,2.635658914728682,3.261312678353037,48.471259682022016
115,34019011500,48.2,2.45,108375.0,55110.0,0.4504,43.0,1294.0,2.432179607109448,10.054418243068152,44.75252656128531
116,34019011600,53.7,2.53,115305.0,59614.0,0.4457,41.40000153,1558.0,4.666423623769595,5.66615620214395,51.480347115875446
117,34019010300,46.4,2.07,72273.0,47074.0,0.4392,28.79999924,1102.0,5.129716981132075,5.300859598853868,39.92359121298949
118,34019010400,48.6,2.53,126833.0,61426.0,0.3909,28.29999924,1729.0,4.5270518954729475,1.7119244391971666,54.42739079102715
119,42103950701,44.6,2.77,63125.0,31625.0,0.4085,38.09999847,957.0,10.073349633251834,6.691312384473198,20.850277264325324
120,42103950801,44.6,2.81,61659.0,26102.0,0.3754,51.0,1336.0,6.556141672946496,14.199726402188784,21.751025991792066
121,42103950802,44.9,2.45,57636.0,29841.0,0.4114,51.0,1413.0,11.714542190305206,7.868303571428571,25.892857142857146
122,42103950900,49.7,2.21,50720.0,29838.0,0.4233,41.40000153,892.0,5.683646112600536,5.720537668021257,19.506095654892153
123,34019011100,51.5,2.26,107813.0,63641.0,0.4564,32.5,1657.0,4.907773386034255,4.772991850989523,48.19557625145518
124,34019011201,49.8,2.81,166208.0,80078.0,0.4566,13.80000019,1055.0,2.7908189880020866,3.6849564689208343,61.95586151042721
125,34019011202,45.8,2.56,117885.0,62760.0,0.4404,32.0,1686.0,4.366812227074235,4.433921653034869,54.24020662935859
126,34019011304,41.8,3.18,164605.0,63266.0,0.366,,,5.138339920948617,1.2680367293397463,65.85045911674683
127,34019010801,42.0,2.48,103958.0,53667.0,0.4498,33.40000153,1377.0,4.8125,3.431372549019608,55.17429193899782
128,34019011002,49.5,2.36,143688.0,75297.0,0.4248,23.70000076,1609.0,4.4211751018033745,1.2039660056657222,64.23512747875354
129,34019011301,45.7,2.8,170111.0,62794.0,0.417,51.0,1404.0,3.2473180632067264,3.3862433862433865,63.576719576719576
130,34019011302,47.6,2.63,137605.0,63881.0,0.4096,30.0,1575.0,4.931571495988674,3.7694888494178014,64.85099664495758
131,34019011303,44.1,2.31,89583.0,52010.0,0.4125,28.20000076,1686.0,3.0396306271642937,4.4934172867773325,48.02518603319977
132,34019011400,33.3,2.72,61875.0,31817.0,0.4998,38.0,1450.0,6.0299625468164795,23.48611575777852,31.448645031783208
133,34019011700,50.3,2.63,108182.0,53089.0,0.3898,30.79999924,2085.0,3.3688699360341148,3.8917089678511,36.175972927241965
134,34035053703,46.6,2.99,153750.0,58968.0,0.3513,23.70000076,2167.0,4.236880115551276,2.578341927806426,56.20785402618008
135,34035053704,44.0,2.93,156450.0,58967.0,0.3062,29.20000076,1650.0,3.814553990610329,2.7486256871564216,62.868565717141436
136,34035053705,36.9,2.29,98657.0,57451.0,0.4051,23.60000038,1849.0,2.1698365925529064,4.732142857142857,59.68750000000001
137,34035053707,46.4,3.11,172132.0,58961.0,0.3596,34.20000076,2393.0,2.8978622327790973,2.16337187616561,57.96344647519582
138,34035053801,40.8,3.12,117500.0,38334.0,0.3491,18.79999924,2550.0,6.008583690987124,5.0,50.625
139,34035053803,41.2,3.41,188931.0,64205.0,0.3701,45.70000076,2238.0,5.157307845479889,1.8762677484787018,70.77417173766058
140,34035053805,47.1,2.5,120671.0,53897.0,0.3995,51.0,1398.0,3.324468085106383,4.903909874088801,47.74685222001325
141,34035053904,44.8,3.28,204875.0,73610.0,0.3744,,,3.8542766631467793,0.6283662477558348,77.28904847396768
142,34035053905,41.0,3.0,171855.0,69119.0,0.3598,24.89999962,2026.0,7.4102368220015284,2.4056499668947255,69.67556830721695
143,34035054202,38.4,3.25,236042.0,83879.0,0.4304,21.79999924,2125.0,5.374644325007904,1.9935344827586208,74.91918103448276
144,34035050100,41.0,2.27,70243.0,41220.0,0.4898,31.39999962,1258.0,5.900383141762452,13.890339425587467,43.44647519582245
145,34035050200,33.0,2.54,77972.0,35068.0,0.355,25.60000038,1415.0,1.4373716632443532,8.004326663061114,56.89561925365062
146,34035050300,40.0,2.61,102424.0,45400.0,0.358,34.5,1213.0,4.795158286778398,5.081532043989382,49.26052332195677
147,34035050400,31.3,2.99,66722.0,26323.0,0.4033,30.79999924,1504.0,8.168859649122808,20.60511215440793,21.283255086071986
148,34035050500,44.3,2.38,69659.0,41504.0,0.4271,26.39999962,1778.0,5.075726565697913,11.790102955828628,34.141481235469946
149,34035050600,43.6,2.92,86528.0,40385.0,0.386,31.10000038,1475.0,4.338487972508591,7.555379746835443,38.56803797468354
150,34035050701,40.7,3.19,121424.0,44042.0,0.3481,26.0,1719.0,3.302752293577982,5.834262356001487,49.646971386101825
151,34035050703,46.3,2.7,144531.0,55733.0,0.4346,28.5,1000.0,2.4022801302931596,6.241053535642714,64.12825651302605
152,34035050704,42.1,2.67,129086.0,54493.0,0.3631,27.0,2179.0,4.481071336595416,5.224639154299655,62.715999186826586
153,34035050801,45.7,3.03,163281.0,58917.0,0.3168,36.90000153,1230.0,7.114427860696518,3.145130731337628,66.38878363016293
154,34035050802,42.9,2.74,139327.0,58861.0,0.3587,27.10000038,2300.0,1.9915254237288134,4.231625835189309,57.429207763283486
155,34035050901,46.0,2.82,136515.0,59646.0,0.393,36.70000076,2140.0,3.5283993115318415,2.2236340533672174,66.2007623888183
156,34035051400,40.8,2.63,77981.0,32677.0,0.3921,51.0,904.0,2.704108164326573,8.825757575757576,18.21969696969697
157,34035051500,34.2,2.67,63750.0,28230.0,0.4005,37.09999847,1443.0,1.9340159271899888,6.889242183359831,16.79915209326974
158,34035051600,37.2,2.88,65536.0,29623.0,0.3972,32.20000076,1326.0,7.756696428571429,13.045475424896647,19.108865411116216
159,34035053602,47.3,2.81,166528.0,67095.0,0.3767,26.79999924,1278.0,5.558706749858197,0.9521484375,59.6923828125
160,34035053603,44.3,2.73,131016.0,58368.0,0.3808,36.59999847,1792.0,4.4090403853278985,3.660012099213551,63.097398669086516
161,34035053604,44.8,2.47,109803.0,58274.0,0.3852,23.10000038,1576.0,4.155374887082204,1.969453376205788,60.08842443729904
162,34035053706,39.6,3.18,149427.0,49983.0,0.2899,27.29999924,1928.0,4.730400264637777,1.423065520308331,64.06759561221465
163,34035053804,36.4,2.59,90919.0,41094.0,0.3756,29.0,1611.0,5.505998154414026,2.2013422818791946,46.92617449664429
164,34019010100,49.3,2.74,148867.0,71820.0,0.4082,21.0,615.0,2.6872690628149143,1.956898687143919,65.76665840971017
165,34027046201,43.3,2.87,139453.0,54156.0,0.371,39.70000076,1739.0,2.3908192540643927,3.860616695913763,61.845073953371774
166,34027046202,44.7,3.01,159792.0,63683.0,0.3666,,,2.0989505247376314,0.5301794453507341,64.23327895595432
167,34027046298,43.0,3.08,141552.0,58294.0,0.4574,47.5,1847.0,4.938759383642829,4.228707564026206,54.73496128648004
168,34019010200,46.6,2.6,115611.0,52698.0,0.3432,23.29999924,1280.0,2.994701681640175,3.7798777098387992,52.232721882527336
169,34019010802,40.9,2.37,92652.0,46742.0,0.4011,27.79999924,1832.0,4.634581105169341,1.411764705882353,45.80392156862745
170,34019010900,44.7,2.34,96118.0,45292.0,0.4055,47.09999847,1339.0,3.686868686868687,5.819051414906337,49.30251096054205
171,34019011001,26.7,2.94,135625.0,40227.0,0.4045,25.39999962,1812.0,5.563966691900076,7.482993197278912,56.01779173207745
172,34027046297,44.7,3.11,161856.0,58721.0,0.363,39.79999924,1013.0,2.0491803278688523,2.2914757103574703,61.8698441796517
173,34027045701,44.4,2.9,170197.0,75521.0,0.4745,29.29999924,1024.0,4.601323668452569,3.3651431441486688,60.296333500753384
174,34027045804,44.7,2.98,196296.0,106571.0,0.5162,18.79999924,1788.0,0.8248102936324645,2.066649444587962,74.58021183156806
175,34027045901,45.1,2.62,105500.0,53935.0,0.4754,25.79999924,1500.0,3.3582089552238807,6.37732506643047,55.447298494242695
176,34027045902,48.5,2.69,167500.0,83574.0,0.4282,13.39999962,1786.0,4.1375992302140965,0.7783543365455894,74.53669384729429
177,34027046103,41.5,2.34,95048.0,55192.0,0.4925,30.39999962,1454.0,3.582089552238806,3.580562659846547,38.223668914206
178,34027046104,35.1,2.82,88319.0,55224.0,0.524,26.60000038,1142.0,8.721532091097309,3.435639028859368,44.846541456710945
179,34027046400,49.8,2.6,151875.0,79355.0,0.4741,27.20000076,1581.0,2.191780821917808,2.1361435488464826,68.35659356308744
180,34035052601,44.4,3.04,224500.0,89208.0,0.4225,27.29999924,3176.0,6.572454015253477,1.8506168722907637,82.96098699566522
181,34035052700,41.8,2.92,165052.0,86909.0,0.4795,28.89999962,1787.0,4.151459854014599,4.695877241634313,69.68016269180994
182,34035052800,40.9,2.81,124010.0,68337.0,0.5525,48.29999924,1526.0,1.2259194395796849,2.8957528957528957,55.534105534105535
183,34035052901,48.9,2.65,127639.0,88991.0,0.5802,25.39999962,2167.0,9.433962264150944,1.8062397372742198,66.50246305418719
184,34035052903,45.6,1.89,110799.0,75008.0,0.4186,21.79999924,1980.0,5.021448397678526,2.5609756097560976,67.07317073170732
185,34035052904,48.4,2.32,132625.0,86285.0,0.526,24.60000038,2563.0,2.0588235294117645,1.5957446808510638,60.83776595744681
186,34023000608,36.3,2.9,89479.0,37405.0,0.4338,29.20000076,1833.0,4.7272727272727275,7.267709291628336,56.945722171113154
187,34023001100,32.6,2.19,79125.0,48829.0,0.4545,31.29999924,1477.0,1.6248153618906942,2.5328330206378986,75.20325203252033
188,34023001300,38.1,2.4,90852.0,53037.0,0.4532,28.89999962,1456.0,7.901907356948229,2.096719648292188,77.30808251606358
189,34023001506,32.4,3.33,106382.0,37885.0,0.3812,19.29999924,1754.0,9.29128518141743,7.270588235294118,65.81176470588235
190,34023005100,20.9,2.41,50625.0,18411.0,0.5998,34.79999924,1642.0,4.11032990805841,12.119160460392688,63.507109004739334
191,34023005200,22.8,2.93,26108.0,13285.0,0.5233,51.0,1502.0,6.221821460775474,29.6455938697318,14.128352490421456
192,34023005300,21.9,4.09,42188.0,12820.0,0.448,49.90000153,1660.0,1.606145251396648,55.40150202195263,7.741190063547082
193,34023005500,30.9,3.13,35042.0,14394.0,0.4603,48.70000076,1271.0,16.195230171935663,35.60640732265446,11.395881006864988
194,34023005601,31.0,3.27,47804.0,20153.0,0.419,35.90000153,1273.0,7.655213984327909,45.6532791052364,7.524148449415353
195,34023005602,29.7,4.28,46474.0,15387.0,0.4249,41.70000076,1535.0,5.287239450940519,64.80019143335726,5.096913137114142
196,34023005700,33.3,3.0,46750.0,18972.0,0.4473,40.5,1478.0,6.791232482932087,35.26363913441024,18.104236513258154
197,34023005800,25.3,3.73,32854.0,12982.0,0.4376,45.90000153,1430.0,3.4722222222222223,49.537750385208014,10.824345146379045
198,34023006002,20.6,2.52,43341.0,9669.0,0.5191,36.70000076,1374.0,7.381082558775287,12.861736334405144,43.19399785637727
199,34023006101,25.5,3.11,63694.0,20706.0,0.4713,32.09999847,789.0,7.179707652622527,22.19664584018415,21.703387043735614
200,34023006103,35.2,2.77,70396.0,32019.0,0.3621,28.10000038,1397.0,6.664530599166933,16.253826885610913,38.352351795157254
201,34023006104,39.6,2.75,110694.0,46244.0,0.3879,24.70000076,1327.0,2.806699864191942,13.1056117113977,51.028232833739985
202,34023006203,35.7,2.82,116759.0,46043.0,0.4016,21.60000038,1907.0,4.063638106191298,6.712823600240819,56.65261890427453
203,34023006204,36.7,2.56,87554.0,41685.0,0.3837,27.70000076,1596.0,5.944391179290508,6.3076923076923075,64.38461538461539
204,34023006205,41.2,2.5,113411.0,51779.0,0.3352,20.79999924,1897.0,5.298877577655965,2.9661016949152543,70.17756255044391
205,34023006206,42.6,2.89,150833.0,58037.0,0.3195,,,6.546990496304119,2.6359143327841847,62.43822075782537
206,34023006207,36.2,2.82,68636.0,39765.0,0.5235,30.39999962,1422.0,2.564102564102564,10.45095105791836,37.46527035691387
207,34023006300,40.7,2.97,101563.0,38258.0,0.3531,51.0,1673.0,8.17768803634528,5.682055567161061,37.97785669521621
208,34023008406,45.8,3.11,140000.0,49855.0,0.3552,31.70000076,1167.0,2.8522039757994815,6.378986866791744,58.724202626641656
209,34023008800,20.6,3.24,109038.0,8480.0,0.4205,37.5,1445.0,4.178430265386787,5.531914893617021,68.13829787234043
210,34023009300,28.8,2.19,50871.0,34056.0,0.5222,31.10000038,1645.0,2.385849444672974,15.202810603641009,53.561162567869694
211,34035053102,34.3,2.3,86637.0,44596.0,0.3525,24.20000076,1482.0,9.866017052375152,2.4381984422621064,65.72976633931596
